"gene_name","GO_BP_Count","GO_MF_Count"
"HES2",4,5
"HES3",3,3
"HES4",4,4
"HES5",46,6
"HES6",8,8
"HES7",10,6
"HESX1",19,9
"HEXA",18,4
"HEXB",25,4
"HEXIM1",7,8
"HEXIM2",3,5
"HEY1",28,9
"HEY2",58,12
"HEYL",26,8
"HFE",30,5
"HFM1",2,4
"HGD",2,4
"HGF",27,5
"HGFAC",3,3
"HGS",20,6
"HGSNAT",3,2
"HHAT",2,4
"HHATL",1,1
"HHEX",21,12
"HHIP",9,3
"HHIPL1",1,2
"HHLA2",5,3
"HIBADH",1,4
"HIBCH",2,1
"HIC1",7,8
"HIC2",4,5
"HIF1A",85,23
"HIF1AN",5,13
"HIF3A",6,5
"HIGD1A",2,0
"HIGD1B",1,0
"HIGD1C",1,1
"HIGD2A",2,0
"HIGD2B",1,1
"HILPDA",5,2
"HINFP",16,13
"HINT1",7,6
"HINT2",4,4
"HIP1",17,15
"HIP1R",21,14
"HIPK1",20,6
"HIPK2",42,12
"HIPK3",8,6
"HIPK4",3,6
"HIRA",9,5
"HIRIP3",1,2
"HIVEP1",4,6
"HIVEP2",1,5
"HIVEP3",3,4
"HJURP",4,4
"HK1",17,9
"HK2",18,6
"HK3",6,6
"HKDC1",4,4
"HLA-A",22,9
"HLA-B",13,5
"HLA-C",6,4
"HLA-DMA",5,3
"HLA-DMB",8,3
"HLA-DOA",7,4
"HLA-DOB",6,3
"HLA-DPA1",9,3
"HLA-DPB1",8,3
"HLA-DQA1",6,4
"HLA-DQA2",6,4
"HLA-DQB1",8,4
"HLA-DQB2",6,3
"HLA-DRA",15,6
"HLA-DRB1",37,8
"HLA-DRB5",5,3
"HLA-E",29,7
"HLA-F",11,7
"HLA-G",25,6
"HLA-H",4,4
"HLCS",3,6
"HLF",4,8
"HLTF",6,11
"HLX",14,3
"HM13",5,5
"HMBOX1",5,7
"HMBS",6,2
"HMCES",7,5
"HMCN1",7,3
"HMCN2",3,3
"HMG20A",6,3
"HMG20B",6,2
"HMGA1",9,21
"HMGA2",35,16
"HMGB1",56,24
"HMGB2",32,18
"HMGB3",4,5
"HMGB4",1,2
"HMGCL",4,5
"HMGCLL1",2,2
"HMGCR",10,5
"HMGCS1",4,3
"HMGCS2",29,2
"HMGN1",10,4
"HMGN2",3,4
"HMGN3",2,4
"HMGN4",1,3
"HMGN5",6,3
"HMGXB3",1,1
"HMGXB4",3,3
"HMHB1",4,1
"HMMR",2,3
"HMOX1",35,8
"HMOX2",4,4
"HMSD",4,2
"HMX1",3,5
"HMX2",9,3
"HMX3",7,2
"HNF1A",10,10
"HNF1B",30,8
"HNF4A",27,15
"HNF4G",4,7
"HNMT",5,1
"HNRNPA0",4,5
"HNRNPA1",11,12
"HNRNPA1L2",2,2
"HNRNPA2B1",11,10
"HNRNPA3",1,3
"HNRNPAB",5,3
"HNRNPC",6,8
"HNRNPD",26,7
"HNRNPDL",2,7
"HNRNPF",3,3
"HNRNPH1",3,4
"HNRNPH2",1,2
"HNRNPH3",5,2
"HNRNPK",15,7
"HNRNPL",5,5
"HNRNPLL",3,3
"HNRNPM",2,4
"HNRNPR",2,3
"HNRNPU",36,30
"HNRNPUL1",3,3
"HNRNPUL2",2,1
"HOGA1",6,5
"HOMER1",19,8
"HOMER2",8,4
"HOMER3",5,4
"HOMEZ",1,3
"HOOK1",10,6
"HOOK2",9,4
"HOOK3",14,7
"HOPX",11,3
"HORMAD1",9,1
"HORMAD2",2,1
"HOTTIP",2,2
"HOXA1",17,7
"HOXA10",13,6
"HOXA11",28,3
"HOXA11-AS",1,0
"HOXA13",21,6
"HOXA2",18,4
"HOXA3",15,4
"HOXA4",4,3
"HOXA5",25,7
"HOXA6",3,3
"HOXA7",12,7
"HOXA9",17,7
"HOXB-AS3",5,1
"HOXB1",11,7
"HOXB13",9,7
"HOXB2",10,5
"HOXB3",14,3
"HOXB4",12,3
"HOXB5",6,5
"HOXB6",4,5
"HOXB7",8,6
"HOXB8",9,4
"HOXB9",8,5
"HOXC10",10,6
"HOXC11",9,5
"HOXC12",1,2
"HOXC13",8,9
"HOXC4",4,6
"HOXC5",3,4
"HOXC6",3,2
"HOXC8",5,4
"HOXC9",6,5
"HOXD1",4,3
"HOXD10",15,6
"HOXD11",4,3
"HOXD12",4,3
"HOXD13",15,7
"HOXD3",12,6
"HOXD4",5,6
"HOXD8",5,5
"HOXD9",14,6
"HP",8,4
"HP1BP3",6,3
"HPCA",12,5
"HPCAL1",1,2
"HPCAL4",2,4
"HPD",2,3
"HPDL",1,2
"HPGD",16,6
"HPGDS",8,6
"HPN",17,5
"HPRT1",24,6
"HPS1",6,3
"HPS3",4,1
"HPS4",12,5
"HPS5",5,1
"HPS6",10,3
"HPSE",15,4
"HPSE2",4,2
"HPX",9,3
"HR",2,6
"HRAS",46,7
"HRC",12,4
"HRG",27,10
"HRH1",12,1
"HRH2",6,2
"HRH3",5,2
"HRH4",8,2
"HRK",4,1
"HRNR",3,2
"HS1BP3",1,2
"HS2ST1",5,2
"HS3ST1",2,2
"HS3ST2",2,3
"HS3ST3A1",3,3
"HS3ST3B1",4,2
"HS3ST4",2,1
"HS3ST5",4,3
"HS3ST6",2,1
"HS6ST1",5,3
"HS6ST2",1,1
"HS6ST3",1,1
"HSBP1",4,3
"HSBP1L1",2,2
"HSCB",5,6
"HSD11B1",2,6
"HSD11B2",9,3
"HSD17B1",10,13
"HSD17B10",14,14
"HSD17B11",2,4
"HSD17B12",5,7
"HSD17B13",2,6
"HSD17B14",1,4
"HSD17B2",6,4
"HSD17B3",4,5
"HSD17B4",8,9
"HSD17B6",5,10
"HSD17B7",3,3
"HSD17B8",4,5
"HSD3B1",4,6
"HSD3B2",3,4
"HSD3B7",2,4
"HSDL2",2,1
"HSF1",44,22
"HSF2",3,9
"HSF2BP",5,1
"HSF4",3,7
"HSF5",6,5
"HSFX1",1,4
"HSFX2",1,4
"HSFY1",1,5
"HSFY2",1,5
"HSH2D",1,1
"HSP90AA1",41,28
"HSP90AA4P",4,6
"HSP90AA5P",1,5
"HSP90AB1",22,28
"HSP90AB2P",4,5
"HSP90AB3P",4,5
"HSP90B1",12,9
"HSP90B2P",1,5
"HSPA12A",1,3
"HSPA13",2,6
"HSPA14",3,6
"HSPA1A",37,24
"HSPA1B",26,16
"HSPA1L",5,8
"HSPA2",13,12
"HSPA4",4,4
"HSPA4L",2,3
"HSPA5",25,15
"HSPA6",4,8
"HSPA7",3,6
"HSPA8",53,25
"HSPA9",14,9
"HSPB1",22,11
"HSPB2",5,4
"HSPB3",1,0
"HSPB6",5,5
"HSPB7",3,2
"HSPB8",2,3
"HSPBP1",3,5
"HSPD1",29,18
"HSPE1",5,7
"HSPG2",17,7
"HSPH1",5,5
"HTATIP2",10,4
"HTATSF1",5,4
"HTN1",11,1
"HTN3",8,4
"HTR1A",15,7
"HTR1B",23,7
"HTR1D",8,4
"HTR1E",5,7
"HTR1F",4,5
"HTR2A",38,11
"HTR2B",28,8
"HTR2C",19,8
"HTR3A",8,7
"HTR3B",7,3
"HTR3C",7,4
"HTR3D",7,4
"HTR3E",7,4
"HTR4",12,4
"HTR5A",7,5
"HTR6",7,4
"HTR7",8,3
"HTRA1",7,6
"HTRA2",32,8
"HTRA3",3,5
"HTRA4",4,4
"HTT",17,11
"HUNK",4,5
"HUS1",13,1
"HUS1B",6,0
"HUWE1",13,6
"HVCN1",12,5
"HYAL1",22,2
"HYAL2",33,10
"HYAL3",13,3
"HYAL4",4,2
"HYDIN",5,1
"HYDIN2",1,1
"HYI",2,3
"HYKK",2,2
"HYLS1",1,1
"HYOU1",7,5
"HYPK",3,2
"IAH1",1,2
"IAPP",24,7
"IARS2",4,4
"IBA57",2,3
"IBSP",6,4
"IBTK",2,2
"ICA1",2,3
"ICA1L",1,2
"ICAM1",22,5
"ICAM2",2,1
"ICAM3",3,3
"ICAM4",2,2
"ICAM5",4,2
"ICMT",5,3
"ICOS",4,1
"ICOSLG",9,3
"ID1",10,4
"ID2",35,6
"ID3",18,7
"ID4",22,5
"IDE",18,10
"IDH1",11,8
"IDH2",6,3
"IDH3A",3,4
"IDH3B",2,5
"IDH3G",3,5
"IDI1",4,5
"IDI2",5,3
"IDNK",3,3
"IDO1",19,5
"IDO2",3,5
"IDS",3,3
"IDUA",5,2
"IER2",4,2
"IER3",16,1
"IER3IP1",7,1
"IER5",4,2
"IFFO1",3,1
"IFI16",25,5
"IFI27",13,6
"IFI27L1",3,2
"IFI27L2",3,1
"IFI30",4,3
"IFI35",8,2
"IFI44",3,1
"IFI44L",2,1
"IFI6",13,2
"IFIH1",19,12
"IFIT1",10,2
"IFIT1B",1,2
"IFIT2",6,2
"IFIT3",5,3
"IFIT5",4,7
"IFITM1",13,1
"IFITM2",10,0
"IFITM3",10,1
"IFITM5",4,0
"IFNA1",9,3
"IFNA10",9,2
"IFNA13",9,3
"IFNA14",9,4
"IFNA16",9,3
"IFNA17",10,2
"IFNA2",21,3
"IFNA21",9,4
"IFNA4",10,3
"IFNA5",9,3
"IFNA6",9,3
"IFNA7",11,2
"IFNA8",9,4
"IFNAR1",9,5
"IFNAR2",11,7
"IFNB1",29,5
"IFNE",10,2
"IFNG",69,3
"IFNGR1",12,4
"IFNGR2",9,3
"IFNK",15,2
"IFNL1",18,3
"IFNL2",7,2
"IFNL3",7,2
"IFNL4",6,2
"IFNLR1",9,2
"IFNW1",11,4
"IFRD1",6,0
"IFRD2",1,3
"IFT122",17,1
"IFT140",14,2
"IFT172",24,0
"IFT20",23,3
"IFT27",10,3
"IFT43",2,1
"IFT46",5,2
"IFT52",12,1
"IFT57",13,2
"IFT74",12,3
"IFT80",34,0
"IFT81",7,2
"IFT88",10,2
"IGBP1",9,3
"IGDCC3",2,0
"IGDCC4",1,0
"IGF1",64,6
"IGF1R",53,16
"IGF2",28,9
"IGF2BP1",11,7
"IGF2BP2",9,7
"IGF2BP3",7,6
"IGF2R",13,12
"IGFALS",2,1
"IGFBP1",7,5
"IGFBP2",13,7
"IGFBP3",17,7
"IGFBP4",10,4
"IGFBP5",30,5
"IGFBP6",7,6
"IGFBP7",11,4
"IGFBPL1",3,2
"IGFL2",1,2
"IGFL3",1,1
"IGFN1",1,1
"IGHA1",7,2
"IGHA2",7,2
"IGHD",5,1
"IGHD1-1",1,0
"IGHE",18,3
"IGHG1",6,4
"IGHG2",4,3
"IGHG3",4,2
"IGHG4",4,2
"IGHJ1",1,0
"IGHM",7,6
"IGHMBP2",2,18
"IGHV1-18",1,1
"IGHV1-24",1,1
"IGHV1-3",1,1
"IGHV1-45",1,1
"IGHV1-58",1,1
"IGHV1-69",2,1
"IGHV1-8",1,1
"IGHV2-26",1,1
"IGHV2-5",2,1
"IGHV2-70",2,1
"IGHV3-11",2,1
"IGHV3-13",2,1
"IGHV3-15",1,1
"IGHV3-16",1,1
"IGHV3-20",1,1
"IGHV3-21",1,1
"IGHV3-23",2,1
"IGHV3-30",2,1
"IGHV3-33",2,1
"IGHV3-35",1,1
"IGHV3-38",1,1
"IGHV3-43",1,1
"IGHV3-48",2,1
"IGHV3-49",1,1
"IGHV3-53",2,1
"IGHV3-64",1,1
"IGHV3-66",1,1
"IGHV3-7",2,1
"IGHV3-72",1,1
"IGHV3-73",1,1
"IGHV3-74",1,1
"IGHV3-9",2,1
"IGHV4-28",1,1
"IGHV4-31",1,1
"IGHV4-34",2,1
"IGHV4-39",2,1
"IGHV4-4",1,1
"IGHV4-59",2,1
"IGHV4-61",1,1
"IGHV5-51",1,1
"IGHV6-1",1,1
"IGHV7-81",1,1
"IGKC",4,1
"IGKJ1",1,0
"IGKV1-12",2,0
"IGKV1-13",2,0
"IGKV1-16",2,1
"IGKV1-17",2,1
"IGKV1-27",2,0
"IGKV1-37",2,0
"IGKV1-39",2,1
"IGKV1-5",2,1
"IGKV1-6",2,0
"IGKV1-8",2,0
"IGKV1-9",2,0
"IGKV1D-12",2,1
"IGKV1D-13",2,0
"IGKV1D-17",2,0
"IGKV1D-33",2,1
"IGKV1D-37",2,0
"IGKV1D-39",2,1
"IGKV1D-42",2,0
"IGKV1D-43",2,0
"IGKV1D-8",2,0
"IGKV2-24",2,0
"IGKV2-28",2,0
"IGKV2-29",2,0
"IGKV2-30",2,1
"IGKV2-40",2,0
"IGKV2D-24",2,0
"IGKV2D-26",2,0
"IGKV2D-28",2,1
"IGKV2D-29",2,0
"IGKV2D-30",2,0
"IGKV3-15",2,1
"IGKV3-20",4,1
"IGKV3-7",2,0
"IGKV3D-11",2,0
"IGKV3D-15",2,0
"IGKV3D-20",2,0
"IGKV3D-7",2,0
"IGKV4-1",2,1
"IGKV5-2",2,1
"IGKV6-21",2,0
"IGKV6D-21",2,0
"IGKV6D-41",2,0
"IGLC1",4,1
"IGLC2",1,1
"IGLC3",3,1
"IGLC6",3,1
"IGLC7",3,1
"IGLJ1",1,0
"IGLL1",2,2
"IGLL5",1,1
"IGLV1-36",2,0
"IGLV1-40",2,1
"IGLV1-44",2,1
"IGLV1-47",2,1
"IGLV1-50",2,0
"IGLV1-51",2,1
"IGLV10-54",2,0
"IGLV11-55",2,0
"IGLV2-11",2,1
"IGLV2-14",2,1
"IGLV2-18",2,0
"IGLV2-23",2,1
"IGLV2-33",2,0
"IGLV2-8",2,1
"IGLV3-1",2,1
"IGLV3-10",2,0
"IGLV3-12",2,0
"IGLV3-16",2,0
"IGLV3-19",2,1
"IGLV3-21",2,1
"IGLV3-22",2,0
"IGLV3-25",2,1
"IGLV3-27",2,1
"IGLV3-32",2,0
"IGLV3-9",2,0
"IGLV4-3",2,0
"IGLV4-60",2,0
"IGLV4-69",2,0
"IGLV5-37",2,0
"IGLV5-45",2,0
"IGLV5-48",2,0
"IGLV5-52",2,0
"IGLV6-57",2,2
"IGLV7-43",2,1
"IGLV7-46",2,0
"IGLV8-61",2,0
"IGLV9-49",2,0
"IGSF1",3,3
"IGSF10",3,0
"IGSF11",8,2
"IGSF21",4,0
"IGSF23",1,0
"IGSF3",1,1
"IGSF5",1,0
"IGSF6",2,1
"IGSF8",5,2
"IGSF9",5,2
"IGSF9B",2,0
"IHH",52,6
"IK",4,2
"IKBIP",1,1
"IKBKB",31,13
"IKBKE",17,8
"IKBKG",18,12
"IKZF1",6,7
"IKZF2",2,5
"IKZF3",10,11
"IKZF4",4,6
"IKZF5",2,8
"IL10",71,5
"IL10RA",9,4
"IL10RB",10,4
"IL11",11,4
"IL11RA",5,4
"IL12A",26,7
"IL12B",52,11
"IL12RB1",14,7
"IL12RB2",6,4
"IL13",31,3
"IL13RA1",3,3
"IL13RA2",5,3
"IL15",28,3
"IL15RA",7,4
"IL16",11,3
"IL17A",34,4
"IL17B",5,1
"IL17C",3,1
"IL17D",7,3
"IL17F",20,6
"IL17RA",18,3
"IL17RB",3,3
"IL17RC",6,4
"IL17RD",3,1
"IL17RE",2,2
"IL17REL",1,1
"IL18",38,3
"IL18BP",4,2
"IL18R1",12,7
"IL18RAP",9,5
"IL19",7,2
"IL1A",43,4
"IL1B",91,5
"IL1F10",4,3
"IL1R1",10,8
"IL1R2",8,3
"IL1RAP",17,5
"IL1RAPL1",12,4
"IL1RAPL2",4,4
"IL1RL1",11,7
"IL1RL2",9,4
"IL1RN",10,8
"IL2",37,8
"IL20",7,4
"IL20RA",3,3
"IL20RB",12,3
"IL21",18,4
"IL21R",4,4
"IL22",5,3
"IL22RA1",5,5
"IL22RA2",4,2
"IL23A",33,3
"IL23R",25,6
"IL24",7,2
"IL25",7,2
"IL26",9,1
"IL27",8,4
"IL27RA",16,4
"IL2RA",16,3
"IL2RB",8,6
"IL2RG",19,9
"IL3",8,4
"IL31",2,3
"IL31RA",16,4
"IL32",8,2
"IL33",39,3
"IL34",14,5
"IL36A",7,2
"IL36B",7,2
"IL36G",6,2
"IL36RN",9,4
"IL37",8,3
"IL3RA",4,4
"IL4",45,4
"IL4I1",13,4
"IL4R",17,3
"IL5",11,4
"IL5RA",7,4
"IL6",90,5
"IL6R",28,11
"IL6ST",25,18
"IL7",20,4
"IL7R",25,4
"IL9",9,3
"IL9R",5,2
"ILDR1",10,3
"ILDR2",7,0
"ILF2",1,4
"ILF3",8,7
"ILK",29,8
"ILKAP",2,3
"ILVBL",3,6
"IMMP1L",3,2
"IMMP2L",12,4
"IMMT",4,2
"IMP3",3,4
"IMP4",3,3
"IMPA1",6,10
"IMPA2",6,6
"IMPACT",9,5
"IMPDH1",2,8
"IMPDH2",6,6
"IMPG1",2,4
"IMPG2",4,3
"INA",7,3
"INCA1",6,5
"INCENP",11,2
"INF2",2,3
"ING1",10,3
"ING2",19,9
"ING3",8,8
"ING4",15,8
"ING5",16,4
"INHA",18,7
"INHBA",58,8
"INHBB",29,6
"INHBC",1,4
"INHBE",1,3
"INIP",5,1
"INMT",3,4
"INO80",25,9
"INO80B",13,2
"INO80C",13,1
"INO80D",13,0
"INO80E",13,1
"INPP1",3,4
"INPP4A",4,4
"INPP4B",5,4
"INPP5A",3,5
"INPP5B",7,5
"INPP5D",21,8
"INPP5E",9,6
"INPP5F",15,8
"INPP5J",4,8
"INPP5K",35,12
"INPPL1",19,6
"INS",62,6
"INS-IGF2",1,1
"INSC",7,4
"INSIG1",16,3
"INSIG2",11,3
"INSL3",11,6
"INSL4",3,3
"INSL5",3,3
"INSL6",2,1
"INSM1",21,8
"INSM2",3,3
"INSR",46,19
"INSRR",7,6
"INTS1",6,1
"INTS10",2,1
"INTS12",3,2
"INTS2",3,1
"INTS3",7,1
"INTS4",2,1
"INTS5",3,1
"INTS6",3,2
"INTS7",5,1
"INTS8",3,1
"INTS9",4,1
"INTU",24,2
"INVS",4,2
"IP6K1",5,9
"IP6K2",8,9
"IP6K3",6,10
"IPCEF1",3,3
"IPMK",6,12
"IPO11",2,3
"IPO13",1,2
"IPO4",2,4
"IPO5",7,6
"IPO7",6,5
"IPO8",2,2
"IPO9",2,5
"IPP",1,3
"IPPK",4,4
"IQCA1",1,3
"IQCB1",4,5
"IQCE",1,1
"IQCF1",2,2
"IQCG",3,2
"IQCH",1,1
"IQCJ-SCHIP1",2,1
"IQGAP1",19,16
"IQGAP2",5,8
"IQGAP3",11,6
"IQSEC1",5,3
"IQSEC2",7,2
"IQSEC3",2,1
"IQUB",4,1
"IRAK1",27,12
"IRAK1BP1",3,2
"IRAK2",14,7
"IRAK3",28,7
"IRAK4",18,9
"IREB2",11,7
"IRF1",22,7
"IRF2",7,8
"IRF2BP1",3,4
"IRF2BP2",3,2
"IRF2BPL",5,3
"IRF3",31,14
"IRF4",16,8
"IRF5",16,8
"IRF6",15,8
"IRF7",25,5
"IRF8",20,5
"IRF9",6,5
"IRGC",1,3
"IRGM",37,10
"IRS1",18,10
"IRS2",27,8
"IRS4",2,3
"IRX1",8,5
"IRX2",6,5
"IRX3",16,5
"IRX4",6,3
"IRX5",6,6
"IRX6",5,4
"ISCA1",2,3
"ISCA2",2,5
"ISCU",7,7
"ISG15",19,4
"ISG20",8,8
"ISG20L2",2,4
"ISL1",54,12
"ISL2",9,6
"ISLR",1,0
"ISLR2",2,1
"ISM1",1,0
"ISOC1",1,2
"ISOC2",1,1
"IST1",11,6
"ISX",1,4
"ISY1",3,2
"ISYNA1",2,2
"ITCH",32,10
"ITFG2",5,0
"ITGA1",12,6
"ITGA10",4,4
"ITGA11",9,5
"ITGA2",40,11
"ITGA2B",6,7
"ITGA3",30,9
"ITGA4",26,8
"ITGA5",25,8
"ITGA6",19,7
"ITGA7",9,3
"ITGA8",19,2
"ITGA9",7,4
"ITGAD",6,2
"ITGAE",4,2
"ITGAL",13,5
"ITGAM",28,7
"ITGAV",37,17
"ITGAX",14,5
"ITGB1",69,19
"ITGB1BP1",39,4
"ITGB1BP2",3,5
"ITGB2",29,10
"ITGB3",67,20
"ITGB3BP",9,1
"ITGB4",16,6
"ITGB5",11,4
"ITGB6",24,4
"ITGB7",14,5
"ITGB8",18,3
"ITGBL1",6,1
"ITIH1",2,5
"ITIH2",2,4
"ITIH3",2,3
"ITIH4",4,3
"ITIH5",2,1
"ITIH6",2,2
"ITK",11,4
"ITLN1",4,4
"ITM2A",2,2
"ITM2B",2,3
"ITM2C",4,3
"ITPA",4,7
"ITPK1",6,11
"ITPKA",12,6
"ITPKB",15,5
"ITPKC",4,4
"ITPR1",24,12
"ITPR2",6,8
"ITPR3",14,8
"ITPRIP",2,2
"ITSN1",7,5
"ITSN2",4,4
"IVD",3,4
"IVL",5,1
"IVNS1ABP",8,2
"IWS1",7,1
"IYD",2,4
"IZUMO1",5,5
"JAG1",43,7
"JAG2",16,4
"JAGN1",10,1
"JAK1",24,9
"JAK2",93,20
"JAK3",31,6
"JAKMIP1",2,5
"JAM2",11,2
"JAM3",26,5
"JARID2",15,6
"JAZF1",2,3
"JDP2",5,12
"JKAMP",2,2
"JMJD1C",4,7
"JMJD4",2,5
"JMJD6",22,14
"JMJD7",2,8
"JMJD8",4,1
"JMY",9,5
"JOSD1",2,2
"JOSD2",2,2
"JPH1",3,3
"JPH2",7,12
"JPH3",9,2
"JPH4",7,1
"JPX",2,1
"JRK",1,3
"JRKL",1,1
"JSRP1",1,1
"JTB",5,1
"JUN",20,19
"JUNB",18,6
"JUND",10,8
"JUP",20,11
"KAAG1",1,0
"KALRN",9,7
"KANK1",17,3
"KANK2",11,1
"KANK3",1,0
"KANK4",1,1
"KANSL1",3,2
"KANSL2",2,1
"KANSL3",4,1
"KAT2A",44,14
"KAT2B",37,17
"KAT5",43,16
"KAT6A",13,15
"KAT6B",8,11
"KAT7",24,14
"KAT8",16,14
"KATNA1",3,7
"KATNAL1",3,7
"KATNAL2",2,6
"KATNB1",10,5
"KATNBL1",2,2
"KAZALD1",5,2
"KAZN",1,1
"KBTBD12",1,1
"KBTBD13",4,1
"KBTBD2",8,1
"KBTBD3",1,1
"KBTBD6",5,3
"KBTBD7",4,3
"KBTBD8",5,2
"KCMF1",7,2
"KCNA1",24,6
"KCNA10",4,4
"KCNA2",14,8
"KCNA3",6,5
"KCNA4",5,5
"KCNA5",25,11
"KCNA6",4,3
"KCNA7",3,2
"KCNAB1",5,9
"KCNAB2",5,6
"KCNAB3",3,5
"KCNB1",22,7
"KCNB2",6,4
"KCNC1",19,6
"KCNC2",21,5
"KCNC3",6,4
"KCNC4",5,5
"KCND1",3,2
"KCND2",12,5
"KCND3",14,5
"KCNE1",25,9
"KCNE2",16,7
"KCNE3",12,5
"KCNE4",7,6
"KCNF1",6,3
"KCNG1",5,1
"KCNG2",4,1
"KCNG3",5,2
"KCNG4",5,2
"KCNH1",6,4
"KCNH2",23,10
"KCNH3",3,3
"KCNH4",3,1
"KCNH5",4,5
"KCNH6",4,1
"KCNH7",4,3
"KCNH8",3,2
"KCNIP1",7,5
"KCNIP2",16,8
"KCNIP3",7,6
"KCNIP4",4,4
"KCNJ1",2,4
"KCNJ10",13,4
"KCNJ11",27,10
"KCNJ12",6,2
"KCNJ13",3,1
"KCNJ14",2,1
"KCNJ15",3,2
"KCNJ16",4,1
"KCNJ2",20,5
"KCNJ3",10,6
"KCNJ4",3,3
"KCNJ5",8,5
"KCNJ6",3,3
"KCNJ8",46,8
"KCNJ9",3,3
"KCNK1",8,10
"KCNK10",4,4
"KCNK12",1,2
"KCNK13",1,2
"KCNK15",1,2
"KCNK16",3,4
"KCNK17",2,3
"KCNK18",5,4
"KCNK2",17,8
"KCNK3",10,6
"KCNK4",14,8
"KCNK5",5,4
"KCNK6",4,3
"KCNK7",2,4
"KCNK9",2,3
"KCNMA1",13,7
"KCNMB1",9,3
"KCNMB2",6,4
"KCNMB3",5,2
"KCNMB4",9,4
"KCNN1",3,4
"KCNN2",4,8
"KCNN3",1,4
"KCNN4",16,8
"KCNQ1",50,14
"KCNQ1DN",1,1
"KCNQ2",4,5
"KCNQ3",26,4
"KCNQ4",4,3
"KCNQ5",1,2
"KCNRG",2,2
"KCNS1",5,2
"KCNS2",5,2
"KCNS3",5,2
"KCNT1",1,2
"KCNT2",2,3
"KCNU1",2,1
"KCNV1",4,2
"KCNV2",3,2
"KCP",1,0
"KCTD1",2,4
"KCTD10",5,4
"KCTD11",3,2
"KCTD12",2,3
"KCTD13",7,4
"KCTD14",1,1
"KCTD15",2,3
"KCTD16",4,3
"KCTD17",5,4
"KCTD18",1,0
"KCTD19",4,1
"KCTD2",2,3
"KCTD20",2,1
"KCTD21",4,4
"KCTD3",1,0
"KCTD4",1,1
"KCTD5",2,4
"KCTD6",4,4
"KCTD7",5,2
"KCTD8",2,1
"KCTD9",3,3
"KDELR1",5,3
"KDELR2",4,2
"KDELR3",3,3
"KDM1A",32,20
"KDM1B",4,8
"KDM2A",6,7
"KDM2B",17,10
"KDM3A",12,7
"KDM3B",3,6
"KDM4A",11,9
"KDM4B",3,5
"KDM4C",9,8
"KDM4D",8,7
"KDM4E",2,3
"KDM5A",7,10
"KDM5B",16,10
"KDM5C",5,6
"KDM5D",4,7
"KDM6A",3,6
"KDM6B",14,7
"KDM8",10,9
"KDR",62,12
"KDSR",2,3
"KEAP1",11,6
"KEL",11,3
"KERA",2,1
"KHDC3L",10,2
"KHDRBS1",14,14
"KHDRBS2",2,6
"KHDRBS3",2,6
"KHK",8,6
"KHNYN",1,4
"KHSRP",13,6
"KIAA0319",7,1
"KIAA0319L",1,1
"KIAA0586",3,1
"KIAA0753",4,3
"KIAA0930",1,2
"KIAA1191",1,3
"KIAA1217",1,2
"KIAA1586",1,1
"KIAA1614",3,0
"KIAA1755",1,1
"KIDINS220",5,3
"KIF11",9,6
"KIF12",2,5
"KIF13A",9,5
"KIF13B",6,7
"KIF14",29,9
"KIF15",4,7
"KIF16B",9,9
"KIF17",4,4
"KIF18A",9,8
"KIF18B",6,7
"KIF19",3,4
"KIF1A",7,7
"KIF1B",8,7
"KIF1C",4,7
"KIF20A",6,6
"KIF20B",13,8
"KIF21A",6,7
"KIF21B",1,5
"KIF22",6,6
"KIF23",5,5
"KIF24",4,5
"KIF25",8,5
"KIF25-AS1",1,2
"KIF26A",6,3
"KIF26B",4,3
"KIF27",5,5
"KIF2A",9,6
"KIF2B",5,4
"KIF2C",10,7
"KIF3A",8,9
"KIF3B",13,8
"KIF3C",1,6
"KIF4A",6,7
"KIF4B",5,6
"KIF5A",8,7
"KIF5B",22,9
"KIF5C",9,7
"KIF6",1,5
"KIF7",3,5
"KIF9",5,6
"KIFAP3",15,4
"KIFC1",5,4
"KIFC2",2,4
"KIFC3",6,5
"KIN",5,5
"KIR2DL1",3,2
"KIR2DL3",2,4
"KIR2DL4",6,3
"KIR2DS4",1,2
"KIR3DL1",3,3
"KIR3DL2",2,2
"KIR3DL3",1,1
"KIR3DX1",2,0
"KIRREL2",2,3
"KIRREL3",10,2
"KISS1",10,2
"KISS1R",2,3
"KIT",69,11
"KITLG",27,4
"KL",12,6
"KLB",3,4
"KLC1",3,3
"KLC2",2,3
"KLC3",5,3
"KLC4",1,2
"KLF1",8,7
"KLF10",12,8
"KLF11",7,7
"KLF12",3,8
"KLF13",5,6
"KLF14",3,6
"KLF15",11,8
"KLF16",3,6
"KLF17",1,7
"KLF2",24,7
"KLF3",4,6
"KLF4",49,15
"KLF5",13,7
"KLF6",4,6
"KLF7",10,4
"KLF8",2,4
"KLF9",4,4
"KLHDC1",2,1
"KLHDC10",4,2
"KLHDC2",3,2
"KLHDC3",4,3
"KLHDC8B",3,0
"KLHDC9",1,2
"KLHL1",5,3
"KLHL10",8,2
"KLHL11",1,2
"KLHL12",7,3
"KLHL13",3,3
"KLHL15",4,2
"KLHL17",4,5
"KLHL18",4,2
"KLHL2",2,4
"KLHL20",8,5
"KLHL21",5,4
"KLHL22",14,3
"KLHL23",1,2
"KLHL24",5,2
"KLHL25",6,1
"KLHL28",1,1
"KLHL29",1,2
"KLHL3",10,5
